ID,WR,SR,CM,Condition,Trial,Session,BlkB,OddsA,originalOddsA,OddsB,PtResp,RT,CorrectResp,IsCorrect,L(X|A),L(X|B),LR(A),Prior(A),LogLLA,LogBaserate
D060,0,0,1,3,3,2,1,0.4,,0.6,0,1514,0,1,0.000304832,0.019509221,0.015625,0.4,-4.158883083,-0.405465108
D060,0,0,1,3,4,2,6,1,,0,1,1415,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D060,0,0,1,3,5,2,5,0.2,,0.8,1,2109,2,1,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361
D060,0,0,1,3,6,2,4,0.3,,0.7,0,1700,0,1,0.002438653,0.002438653,1,0.3,0,-0.84729786
D060,0,0,1,3,7,2,7,1,,0,1,1194,1,1,0.019509221,0.000304832,64.00000001,0.999999,4.158883083,13.81550956
D060,0,0,1,3,8,2,6,0.6,,0.4,1,1624,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D060,0,0,1,3,9,2,3,0.9,,0.1,1,1825,1,1,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577
D060,0,0,1,3,10,2,3,0.8,,0.2,0,3218,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
D060,0,0,1,3,11,2,6,0.7,,0.3,1,1824,1,1,0.009754611,0.000609663,16,0.7,2.772588722,0.84729786
D060,0,0,1,3,12,2,6,0,,1,0,948,0,1,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956
D060,0,0,1,3,13,2,4,0.4,,0.6,1,2704,0,0,0.002438653,0.002438653,1,0.4,0,-0.405465108
D060,0,0,1,3,14,2,5,0.6,,0.4,1,3962,1,1,0.004877305,0.001219326,4.000000001,0.6,1.386294361,0.405465108
D060,0,0,1,3,15,2,5,0.3,,0.7,0,4105,1,0,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786
D060,0,0,1,3,16,2,4,0.7,,0.3,1,4608,1,1,0.002438653,0.002438653,1,0.7,0,0.84729786
D060,0,0,1,3,17,2,3,0.6,,0.4,0,3773,0,1,0.001219326,0.004877305,0.25,0.6,-1.386294361,0.405465108
D060,0,0,1,3,18,2,3,0.3,,0.7,0,2255,0,1,0.001219326,0.004877305,0.25,0.3,-1.386294361,-0.84729786
D060,0,0,1,3,19,2,4,0,,1,0,1016,0,1,0.002438653,0.002438653,1,0.000001,0,-13.81550956
D060,0,0,1,3,20,2,1,0.8,,0.2,0,2262,0,1,0.000304832,0.019509221,0.015625,0.8,-4.158883083,1.386294361
D060,0,0,1,3,21,2,3,0.7,,0.3,1,3540,0,0,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786
D060,0,0,1,3,22,2,7,0.2,,0.8,1,2888,1,1,0.019509221,0.000304832,64.00000001,0.2,4.158883083,-1.386294361
D060,0,0,1,3,23,2,5,0.1,,0.9,0,2790,0,1,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577
D060,0,0,1,3,24,2,2,0.3,,0.7,0,3192,0,1,0.000609663,0.009754611,0.0625,0.3,-2.772588722,-0.84729786
D060,0,0,1,3,25,2,6,0.1,,0.9,1,4288,1,1,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577
D060,0,0,1,3,26,2,5,0.7,,0.3,1,3296,1,1,0.004877305,0.001219326,4.000000001,0.7,1.386294361,0.84729786
D060,0,0,1,3,27,2,8,0,,1,0,941,0,1,0.039018442,0.000152416,256,0.000001,5.545177444,-13.81550956
D060,0,0,1,3,28,2,4,0.5,,0.5,0,3192,2,1,0.002438653,0.002438653,1,0.5,0,0
D060,0,0,1,3,29,2,5,0.4,,0.6,1,3627,1,1,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108
D060,0,0,1,3,30,2,1,0.5,,0.5,0,2155,0,1,0.000304832,0.019509221,0.015625,0.5,-4.158883083,0
D060,0,0,1,3,31,2,1,0.3,,0.7,0,1972,0,1,0.000304832,0.019509221,0.015625,0.3,-4.158883083,-0.84729786
D060,0,0,1,3,32,2,7,0,,1,0,1288,0,1,0.019509221,0.000304832,64.00000001,0.000001,4.158883083,-13.81550956
D060,0,0,1,3,33,2,2,0.9,,0.1,0,3434,0,1,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577
D060,0,0,1,3,34,2,3,0.4,,0.6,0,2772,0,1,0.001219326,0.004877305,0.25,0.4,-1.386294361,-0.405465108
D060,0,0,1,3,35,2,2,1,,0,1,1076,1,1,0.000609663,0.009754611,0.0625,0.999999,-2.772588722,13.81550956
D061,1,0,0,1,1,2,6,0.1,,0.9,1,2547,1,1,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577
D061,1,0,0,1,2,2,5,0.6,,0.4,1,1183,1,1,0.004877305,0.001219326,4.000000001,0.6,1.386294361,0.405465108
D061,1,0,0,1,3,2,7,0,,1,0,711,0,1,0.019509221,0.000304832,64.00000001,0.000001,4.158883083,-13.81550956
D061,1,0,0,1,4,2,1,0.3,,0.7,0,993,0,1,0.000304832,0.019509221,0.015625,0.3,-4.158883083,-0.84729786
D061,1,0,0,1,5,2,3,0.8,,0.2,1,1389,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
D061,1,0,0,1,6,2,2,0.4,,0.6,0,1166,0,1,0.000609663,0.009754611,0.0625,0.4,-2.772588722,-0.405465108
D061,1,0,0,1,7,2,0,0.8,,0.2,0,1736,0,1,0.000152416,0.039018442,0.00390625,0.8,-5.545177444,1.386294361
D061,1,0,0,1,8,2,3,0.7,,0.3,1,1255,0,0,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786
D061,1,0,0,1,9,2,3,0.5,,0.5,1,1708,0,0,0.001219326,0.004877305,0.25,0.5,-1.386294361,0
D061,1,0,0,1,10,2,5,0.4,,0.6,1,2202,1,1,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108
D061,1,0,0,1,11,2,5,0,,1,0,1749,0,1,0.004877305,0.001219326,4.000000001,0.000001,1.386294361,-13.81550956
D061,1,0,0,1,12,2,4,0,,1,0,738,0,1,0.002438653,0.002438653,1,0.000001,0,-13.81550956
D061,1,0,0,1,13,2,6,0.6,,0.4,1,1124,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D061,1,0,0,1,14,2,5,0.3,,0.7,0,3058,1,0,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786
D061,1,0,0,1,15,2,2,0.9,,0.1,1,2515,0,0,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577
D061,1,0,0,1,16,2,3,0.9,,0.1,1,2255,1,1,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577
D061,1,0,0,1,17,2,7,0.5,,0.5,1,1378,1,1,0.019509221,0.000304832,64.00000001,0.5,4.158883083,0
D061,1,0,0,1,18,2,2,0.7,,0.3,0,2720,0,1,0.000609663,0.009754611,0.0625,0.7,-2.772588722,0.84729786
D061,1,0,0,1,19,2,7,0.7,,0.3,1,1025,1,1,0.019509221,0.000304832,64.00000001,0.7,4.158883083,0.84729786
D061,1,0,0,1,20,2,1,0,,1,0,855,0,1,0.000304832,0.019509221,0.015625,0.000001,-4.158883083,-13.81550956
D061,1,0,0,1,21,2,4,0.7,,0.3,1,1344,1,1,0.002438653,0.002438653,1,0.7,0,0.84729786
D061,1,0,0,1,22,2,2,0.6,,0.4,0,2946,0,1,0.000609663,0.009754611,0.0625,0.6,-2.772588722,0.405465108
D061,1,0,0,1,23,2,5,0.2,,0.8,1,1656,2,1,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361
D061,1,0,0,1,24,2,3,1,,0,1,735,1,1,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956
D061,1,0,0,1,25,2,4,0.4,,0.6,0,1734,0,1,0.002438653,0.002438653,1,0.4,0,-0.405465108
D061,1,0,0,1,26,2,6,0.7,,0.3,1,1015,1,1,0.009754611,0.000609663,16,0.7,2.772588722,0.84729786
D061,1,0,0,1,27,2,0,0.9,,0.1,0,1960,0,1,0.000152416,0.039018442,0.00390625,0.9,-5.545177444,2.197224577
D061,1,0,0,1,28,2,4,0.5,,0.5,0,1646,2,1,0.002438653,0.002438653,1,0.5,0,0
D061,1,0,0,1,29,2,4,0.3,,0.7,0,1222,0,1,0.002438653,0.002438653,1,0.3,0,-0.84729786
D061,1,0,0,1,30,2,8,1,,0,1,1199,1,1,0.039018442,0.000152416,256,0.999999,5.545177444,13.81550956
D061,1,0,0,1,31,2,5,0.1,,0.9,0,2441,0,1,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577
D061,1,0,0,1,32,2,5,0.7,,0.3,1,1528,1,1,0.004877305,0.001219326,4.000000001,0.7,1.386294361,0.84729786
D061,1,0,0,1,33,2,7,0.2,,0.8,1,1972,1,1,0.019509221,0.000304832,64.00000001,0.2,4.158883083,-1.386294361
D061,1,0,0,1,34,2,3,0.6,,0.4,0,2303,0,1,0.001219326,0.004877305,0.25,0.6,-1.386294361,0.405465108
D061,1,0,0,1,35,2,6,1,,0,1,920,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D061,0,1,0,2,1,2,8,0.2,,0.8,1,1165,1,1,0.039018442,0.000152416,256,0.2,5.545177444,-1.386294361
D061,0,1,0,2,2,2,3,0.9,,0.1,1,4086,1,1,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577
D061,0,1,0,2,3,2,4,1,,0,1,1238,1,1,0.002438653,0.002438653,1,0.999999,0,13.81550956
D061,0,1,0,2,4,2,3,0.7,,0.3,1,4372,0,0,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786
D061,0,1,0,2,5,2,6,0.4,,0.6,1,1900,1,1,0.009754611,0.000609663,16,0.4,2.772588722,-0.405465108
D061,0,1,0,2,6,2,2,0.9,,0.1,0,2513,0,1,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577
D061,0,1,0,2,7,2,4,0.1,,0.9,0,1433,0,1,0.002438653,0.002438653,1,0.1,0,-2.197224577
D061,0,1,0,2,8,2,6,0.1,,0.9,1,2607,1,1,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577
D061,0,1,0,2,9,2,6,0,,1,0,1859,0,1,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956
D061,0,1,0,2,10,2,6,0.6,,0.4,1,2434,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D061,0,1,0,2,11,2,3,0.8,,0.2,1,3364,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
D061,0,1,0,2,12,2,5,0.2,,0.8,0,3075,2,1,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361
D061,0,1,0,2,13,2,5,0.1,,0.9,0,3000,0,1,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577
D061,0,1,0,2,14,2,1,0.6,,0.4,0,2584,0,1,0.000304832,0.019509221,0.015625,0.6,-4.158883083,0.405465108
D061,0,1,0,2,15,2,4,1,,0,1,1274,1,1,0.002438653,0.002438653,1,0.999999,0,13.81550956
D061,0,1,0,2,16,2,0,0.6,,0.4,0,2508,0,1,0.000152416,0.039018442,0.00390625,0.6,-5.545177444,0.405465108
D061,0,1,0,2,17,2,5,0.3,,0.7,1,3718,1,1,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786
D061,0,1,0,2,18,2,8,0,,1,0,838,0,1,0.039018442,0.000152416,256,0.000001,5.545177444,-13.81550956
D061,0,1,0,2,19,2,2,0.1,,0.9,0,1210,0,1,0.000609663,0.009754611,0.0625,0.1,-2.772588722,-2.197224577
D061,0,1,0,2,20,2,4,0.5,,0.5,0,2384,2,1,0.002438653,0.002438653,1,0.5,0,0
D061,0,1,0,2,21,2,3,0,,1,0,938,0,1,0.001219326,0.004877305,0.25,0.000001,-1.386294361,-13.81550956
D061,0,1,0,2,22,2,4,0.3,,0.7,0,2314,0,1,0.002438653,0.002438653,1,0.3,0,-0.84729786
D061,0,1,0,2,23,2,8,0.3,,0.7,1,1702,1,1,0.039018442,0.000152416,256,0.3,5.545177444,-0.84729786
D061,0,1,0,2,24,2,2,1,,0,1,838,1,1,0.000609663,0.009754611,0.0625,0.999999,-2.772588722,13.81550956
D061,0,1,0,2,25,2,2,0.5,,0.5,0,1708,0,1,0.000609663,0.009754611,0.0625,0.5,-2.772588722,0
D061,0,1,0,2,26,2,3,1,,0,1,756,1,1,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956
D061,0,1,0,2,27,2,5,0.4,,0.6,1,2942,1,1,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108
D061,0,1,0,2,28,2,8,0.1,,0.9,1,1564,1,1,0.039018442,0.000152416,256,0.1,5.545177444,-2.197224577
D061,0,1,0,2,29,2,6,0.3,,0.7,1,3297,1,1,0.009754611,0.000609663,16,0.3,2.772588722,-0.84729786
D061,0,1,0,2,30,2,4,0.4,,0.6,0,2394,0,1,0.002438653,0.002438653,1,0.4,0,-0.405465108
D061,0,1,0,2,31,2,4,0.8,,0.2,1,2409,1,1,0.002438653,0.002438653,1,0.8,0,1.386294361
D061,0,1,0,2,32,2,6,0.6,,0.4,1,1643,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D061,0,1,0,2,33,2,2,0.8,,0.2,0,2119,0,1,0.000609663,0.009754611,0.0625,0.8,-2.772588722,1.386294361
D061,0,1,0,2,34,2,3,0.1,,0.9,0,1602,0,1,0.001219326,0.004877305,0.25,0.1,-1.386294361,-2.197224577
D061,0,1,0,2,35,2,4,0.7,,0.3,1,1805,1,1,0.002438653,0.002438653,1,0.7,0,0.84729786
D064,1,0,0,1,1,2,0,0.9,,0.1,1,2907,0,0,0.000152416,0.039018442,0.00390625,0.9,-5.545177444,2.197224577
D064,1,0,0,1,2,2,6,0.6,,0.4,1,1761,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D064,1,0,0,1,3,2,2,0.4,,0.6,0,2946,0,1,0.000609663,0.009754611,0.0625,0.4,-2.772588722,-0.405465108
D064,1,0,0,1,4,2,3,1,,0,1,1963,1,1,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956
D064,1,0,0,1,5,2,4,0,,1,0,2352,0,1,0.002438653,0.002438653,1,0.000001,0,-13.81550956
D064,1,0,0,1,6,2,2,0.6,,0.4,1,2193,0,0,0.000609663,0.009754611,0.0625,0.6,-2.772588722,0.405465108
D064,1,0,0,1,7,2,5,0.1,,0.9,1,2658,0,0,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577
D064,1,0,0,1,8,2,6,1,,0,1,963,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D064,1,0,0,1,9,2,5,0.2,,0.8,1,2355,2,1,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361
D064,1,0,0,1,10,2,4,0.5,,0.5,1,2261,2,1,0.002438653,0.002438653,1,0.5,0,0
D064,1,0,0,1,11,2,1,0.3,,0.7,0,1854,0,1,0.000304832,0.019509221,0.015625,0.3,-4.158883083,-0.84729786
D064,1,0,0,1,12,2,5,0.3,,0.7,1,3532,1,1,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786
D064,1,0,0,1,13,2,7,0.7,,0.3,1,2704,1,1,0.019509221,0.000304832,64.00000001,0.7,4.158883083,0.84729786
D064,1,0,0,1,14,2,2,0.7,,0.3,1,2129,0,0,0.000609663,0.009754611,0.0625,0.7,-2.772588722,0.84729786
D064,1,0,0,1,15,2,0,0.8,,0.2,0,1986,0,1,0.000152416,0.039018442,0.00390625,0.8,-5.545177444,1.386294361
D064,1,0,0,1,16,2,3,0.8,,0.2,1,2475,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
D064,1,0,0,1,17,2,3,0.9,,0.1,1,3003,1,1,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577
D064,1,0,0,1,18,2,5,0,,1,1,3592,0,0,0.004877305,0.001219326,4.000000001,0.000001,1.386294361,-13.81550956
D064,1,0,0,1,19,2,6,0.7,,0.3,1,3071,1,1,0.009754611,0.000609663,16,0.7,2.772588722,0.84729786
D064,1,0,0,1,20,2,2,0.9,,0.1,0,3333,0,1,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577
D064,1,0,0,1,21,2,5,0.4,,0.6,1,3054,1,1,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108
D064,1,0,0,1,22,2,7,0,,1,1,1993,0,0,0.019509221,0.000304832,64.00000001,0.000001,4.158883083,-13.81550956
D064,1,0,0,1,23,2,7,0.5,,0.5,1,2391,1,1,0.019509221,0.000304832,64.00000001,0.5,4.158883083,0
D064,1,0,0,1,24,2,4,0.3,,0.7,0,3602,0,1,0.002438653,0.002438653,1,0.3,0,-0.84729786
D064,1,0,0,1,25,2,7,0.2,,0.8,1,2588,1,1,0.019509221,0.000304832,64.00000001,0.2,4.158883083,-1.386294361
D064,1,0,0,1,26,2,3,0.6,,0.4,0,2869,0,1,0.001219326,0.004877305,0.25,0.6,-1.386294361,0.405465108
D064,1,0,0,1,27,2,4,0.4,,0.6,1,4131,0,0,0.002438653,0.002438653,1,0.4,0,-0.405465108
D064,1,0,0,1,28,2,6,0.1,,0.9,1,2980,1,1,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577
D064,1,0,0,1,29,2,3,0.7,,0.3,0,3618,0,1,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786
D064,1,0,0,1,30,2,1,0,,1,1,985,0,0,0.000304832,0.019509221,0.015625,0.000001,-4.158883083,-13.81550956
D064,1,0,0,1,31,2,5,0.7,,0.3,1,1621,1,1,0.004877305,0.001219326,4.000000001,0.7,1.386294361,0.84729786
D064,1,0,0,1,32,2,5,0.6,,0.4,1,2223,1,1,0.004877305,0.001219326,4.000000001,0.6,1.386294361,0.405465108
D064,1,0,0,1,33,2,8,1,,0,1,1225,1,1,0.039018442,0.000152416,256,0.999999,5.545177444,13.81550956
D064,1,0,0,1,34,2,3,0.5,,0.5,0,3415,0,1,0.001219326,0.004877305,0.25,0.5,-1.386294361,0
D064,1,0,0,1,35,2,4,0.7,,0.3,1,1715,1,1,0.002438653,0.002438653,1,0.7,0,0.84729786
D064,0,0,1,3,1,2,6,0.1,,0.9,0,3314,1,0,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577
D064,0,0,1,3,2,2,3,0.9,,0.1,1,1786,1,1,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577
D064,0,0,1,3,3,2,6,1,,0,1,1186,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D064,0,0,1,3,4,2,6,0.6,,0.4,1,1610,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D064,0,0,1,3,5,2,5,0.1,,0.9,0,1917,0,1,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577
D064,0,0,1,3,6,2,6,1,,0,1,1111,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D064,0,0,1,3,7,2,7,0,,1,0,1185,0,1,0.019509221,0.000304832,64.00000001,0.000001,4.158883083,-13.81550956
D064,0,0,1,3,8,2,1,0.9,,0.1,1,1592,0,0,0.000304832,0.019509221,0.015625,0.9,-4.158883083,2.197224577
D064,0,0,1,3,9,2,5,0.4,,0.6,0,4681,1,0,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108
D064,0,0,1,3,10,2,0,0.7,,0.3,1,1260,0,0,0.000152416,0.039018442,0.00390625,0.7,-5.545177444,0.84729786
D064,0,0,1,3,11,2,8,0,,1,0,3473,0,1,0.039018442,0.000152416,256,0.000001,5.545177444,-13.81550956
D064,0,0,1,3,12,2,7,0.3,,0.7,0,1116,1,0,0.019509221,0.000304832,64.00000001,0.3,4.158883083,-0.84729786
D064,0,0,1,3,13,2,4,0.4,,0.6,0,1637,0,1,0.002438653,0.002438653,1,0.4,0,-0.405465108
D064,0,0,1,3,14,2,3,0.7,,0.3,1,915,0,0,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786
D064,0,0,1,3,15,2,5,0.8,,0.2,1,804,1,1,0.004877305,0.001219326,4.000000001,0.8,1.386294361,1.386294361
D064,0,0,1,3,16,2,3,0.2,,0.8,0,1690,0,1,0.001219326,0.004877305,0.25,0.2,-1.386294361,-1.386294361
D064,0,0,1,3,17,2,2,0.9,,0.1,1,789,0,0,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577
D064,0,0,1,3,18,2,5,0.2,,0.8,0,1133,2,1,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361
D064,0,0,1,3,19,2,3,1,,0,1,983,1,1,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956
D064,0,0,1,3,20,2,4,0.5,,0.5,1,2889,2,1,0.002438653,0.002438653,1,0.5,0,0
D064,0,0,1,3,21,2,4,0.7,,0.3,1,1336,1,1,0.002438653,0.002438653,1,0.7,0,0.84729786
D064,0,0,1,3,22,2,5,0.3,,0.7,0,2082,1,0,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786
D064,0,0,1,3,23,2,8,0.4,,0.6,0,900,1,0,0.039018442,0.000152416,256,0.4,5.545177444,-0.405465108
D064,0,0,1,3,24,2,4,0.2,,0.8,0,2222,0,1,0.002438653,0.002438653,1,0.2,0,-1.386294361
D064,0,0,1,3,25,2,6,0,,1,0,1032,0,1,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956
D064,0,0,1,3,26,2,3,0.8,,0.2,1,1333,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
D064,0,0,1,3,27,2,5,0,,1,0,3700,0,1,0.004877305,0.001219326,4.000000001,0.000001,1.386294361,-13.81550956
D064,0,0,1,3,28,2,6,0.9,,0.1,1,952,1,1,0.009754611,0.000609663,16,0.9,2.772588722,2.197224577
D064,0,0,1,3,29,2,1,0.7,,0.3,1,1478,0,0,0.000304832,0.019509221,0.015625,0.7,-4.158883083,0.84729786
D064,0,0,1,3,30,2,4,0.3,,0.7,0,1055,0,1,0.002438653,0.002438653,1,0.3,0,-0.84729786
D064,0,0,1,3,31,2,7,0.1,,0.9,0,1191,1,0,0.019509221,0.000304832,64.00000001,0.1,4.158883083,-2.197224577
D064,0,0,1,3,32,2,6,0.8,,0.2,1,1101,1,1,0.009754611,0.000609663,16,0.8,2.772588722,1.386294361
D064,0,0,1,3,33,2,5,0.5,,0.5,1,1520,1,1,0.004877305,0.001219326,4.000000001,0.5,1.386294361,0
D064,0,0,1,3,34,2,2,0.1,,0.9,0,2648,0,1,0.000609663,0.009754611,0.0625,0.1,-2.772588722,-2.197224577
D064,0,0,1,3,35,2,2,0.2,,0.8,0,1414,0,1,0.000609663,0.009754611,0.0625,0.2,-2.772588722,-1.386294361
D069,1,0,0,1,1,2,4,0.2,,0.8,0,2399,0,1,0.002438653,0.002438653,1,0.2,0,-1.386294361
D069,1,0,0,1,2,2,6,0.6,,0.4,1,2189,1,1,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108
D069,1,0,0,1,3,2,2,0.1,,0.9,0,1511,0,1,0.000609663,0.009754611,0.0625,0.1,-2.772588722,-2.197224577
D069,1,0,0,1,4,2,0,0.7,,0.3,1,3787,0,0,0.000152416,0.039018442,0.00390625,0.7,-5.545177444,0.84729786
D069,1,0,0,1,5,2,5,0.4,,0.6,1,3986,1,1,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108
D069,1,0,0,1,6,2,2,0.2,,0.8,0,1102,0,1,0.000609663,0.009754611,0.0625,0.2,-2.772588722,-1.386294361
D069,1,0,0,1,7,2,3,0.8,,0.2,1,2952,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
D069,1,0,0,1,8,2,2,0.9,,0.1,1,2947,0,0,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577
D069,1,0,0,1,9,2,8,0.4,,0.6,1,1738,1,1,0.039018442,0.000152416,256,0.4,5.545177444,-0.405465108
D069,1,0,0,1,10,2,6,0.8,,0.2,1,1332,1,1,0.009754611,0.000609663,16,0.8,2.772588722,1.386294361
D069,1,0,0,1,11,2,3,0.7,,0.3,1,3020,0,0,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786
D069,1,0,0,1,12,2,6,1,,0,1,909,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D069,1,0,0,1,13,2,6,1,,0,1,652,1,1,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956
D069,1,0,0,1,14,2,5,0.8,,0.2,1,1511,1,1,0.004877305,0.001219326,4.000000001,0.8,1.386294361,1.386294361
D069,1,0,0,1,15,2,3,0.2,,0.8,0,1713,0,1,0.001219326,0.004877305,0.25,0.2,-1.386294361,-1.386294361
D069,1,0,0,1,16,2,6,0,,1,0,767,0,1,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956
D069,1,0,0,1,17,2,5,0.3,,0.7,0,2838,1,0,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786
D069,1,0,0,1,18,2,6,0.9,,0.1,1,1165,1,1,0.009754611,0.000609663,16,0.9,2.772588722,2.197224577
D069,1,0,0,1,19,2,5,0.1,,0.9,0,1045,0,1,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577
D069,1,0,0,1,20,2,4,0.5,,0.5,1,2936,2,1,0.002438653,0.002438653,1,0.5,0,0
D069,1,0,0,1,21,2,4,0.7,,0.3,1,1710,1,1,0.002438653,0.002438653,1,0.7,0,0.84729786
D069,1,0,0,1,22,2,4,0.4,,0.6,0,1852,0,1,0.002438653,0.002438653,1,0.4,0,-0.405465108
D069,1,0,0,1,23,2,7,0.3,,0.7,1,2639,1,1,0.019509221,0.000304832,64.00000001,0.3,4.158883083,-0.84729786
D069,1,0,0,1,24,2,8,0,,1,0,1124,0,1,0.039018442,0.000152416,256,0.000001,5.545177444,-13.81550956
D069,1,0,0,1,25,2,5,0.2,,0.8,0,1880,2,1,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361
D069,1,0,0,1,26,2,7,0.1,,0.9,0,1334,1,0,0.019509221,0.000304832,64.00000001,0.1,4.158883083,-2.197224577
D069,1,0,0,1,27,2,5,0.5,,0.5,1,1645,1,1,0.004877305,0.001219326,4.000000001,0.5,1.386294361,0
D069,1,0,0,1,28,2,4,0.3,,0.7,0,1745,0,1,0.002438653,0.002438653,1,0.3,0,-0.84729786
D069,1,0,0,1,29,2,3,1,,0,1,752,1,1,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956
D069,1,0,0,1,30,2,5,0,,1,0,761,0,1,0.004877305,0.001219326,4.000000001,0.000001,1.386294361,-13.81550956
D069,1,0,0,1,31,2,6,0.1,,0.9,0,1360,1,0,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577
D069,1,0,0,1,32,2,1,0.9,,0.1,1,1483,0,0,0.000304832,0.019509221,0.015625,0.9,-4.158883083,2.197224577
D069,1,0,0,1,33,2,7,0,,1,0,680,0,1,0.019509221,0.000304832,64.00000001,0.000001,4.158883083,-13.81550956
D069,1,0,0,1,34,2,1,0.7,,0.3,0,2796,0,1,0.000304832,0.019509221,0.015625,0.7,-4.158883083,0.84729786
D069,1,0,0,1,35,2,3,0.9,,0.1,1,923,1,1,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577
D069,0,1,0,2,1,2,3,0.8,,0.2,1,1485,2,1,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361
