PtID,CompletedProtocol,Condition,IsSR,NormalFirst,SessionTime,StartKSS,EndKSS,TrialNo,TaskVersion,NoBlkBall,OddsA,OddsB,CorrectResp,PtResp,RT,IsCorrect,NoBrainers,NoBrainersTotal,Accuracy,L(X|A),L(X|B), LR(A) ,Prior(A),LogLLA,LogBaserate,post_odds,post_prob,IsEasy
23,1,1,0,0,1,3,2,25,6,2,1,0,1,1,1092,1,1,,,0.000609663,0.009754611,0.0625,0.999999,-2.772588722,13.81550956,62499.93764,0.99998,1
23,1,1,0,0,1,3,2,26,6,6,0.4,0.6,1,1,2490,1,0,,,0.009754611,0.000609663,16,0.4,2.772588722,-0.405465108,10.66666667,0.91429,1
23,1,1,0,0,1,3,2,27,6,4,0.4,0.6,0,0,1706,1,0,,,0.002438653,0.002438653,1,0.4,0,-0.405465108,0.666666667,0.40000,0
23,1,1,0,0,1,3,2,28,6,4,0.7,0.3,1,1,2635,1,0,,,0.002438653,0.002438653,1,0.7,0,0.84729786,2.333333332,0.70000,0
23,1,1,0,0,1,3,2,29,6,6,0.1,0.9,1,1,3141,1,0,,,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577,1.777777778,0.64000,0
23,1,1,0,0,1,3,2,30,6,8,0.1,0.9,1,1,1867,1,0,,,0.039018442,0.000152416,256,0.1,5.545177444,-2.197224577,28.44444444,0.96604,1
23,1,1,0,0,1,3,2,31,6,5,0.2,0.8,2,0,3901,1,0,,,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361,1,0.50000,0
23,1,1,0,0,1,3,2,32,6,1,0.5,0.5,0,0,1202,1,0,,,0.000304832,0.019509221,0.015625,0.5,-4.158883083,0,0.015625,0.01538,1
23,1,1,0,0,1,3,2,33,6,8,0.3,0.7,1,1,1529,1,0,,,0.039018442,0.000152416,256,0.3,5.545177444,-0.84729786,109.7142857,0.99097,1
23,1,1,0,0,1,3,2,34,6,7,1,0,1,1,1106,1,1,,,0.019509221,0.000304832,64.00000001,0.999999,4.158883083,13.81550956,63999936.11,1.00000,1
23,1,1,0,0,1,3,2,35,6,4,0.8,0.2,1,1,2348,1,0,7,0.942857143,0.002438653,0.002438653,1,0.8,0,1.386294361,4,0.80000,0
23,1,1,0,0,2,2,3,1,4,8,0.2,0.8,1,1,1194,1,0,,,0.039018442,0.000152416,256,0.2,5.545177444,-1.386294361,63.99999998,0.98462,1
23,1,1,0,0,2,2,3,2,4,4,0.5,0.5,2,0,1480,1,0,,,0.002438653,0.002438653,1,0.5,0,0,1,0.50000,0
23,1,1,0,0,2,2,3,3,4,3,0.7,0.3,0,0,1689,1,0,,,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786,0.583333333,0.36842,0
23,1,1,0,0,2,2,3,4,4,3,0.9,0.1,1,0,2565,0,0,,,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577,2.25,0.69231,0
23,1,1,0,0,2,2,3,5,4,6,0.4,0.6,1,1,2470,1,0,,,0.009754611,0.000609663,16,0.4,2.772588722,-0.405465108,10.66666667,0.91429,1
23,1,1,0,0,2,2,3,6,4,2,0.5,0.5,0,0,1329,1,0,,,0.000609663,0.009754611,0.0625,0.5,-2.772588722,0,0.0625,0.05882,1
23,1,1,0,0,2,2,3,7,4,2,0.1,0.9,0,0,1216,1,0,,,0.000609663,0.009754611,0.0625,0.1,-2.772588722,-2.197224577,0.006944444,0.00690,1
23,1,1,0,0,2,2,3,8,4,3,0,1,0,0,940,1,1,,,0.001219326,0.004877305,0.25,0.000001,-1.386294361,-13.81550956,2.5E-07,0.00000,1
23,1,1,0,0,2,2,3,9,4,4,0.7,0.3,1,1,1837,1,0,,,0.002438653,0.002438653,1,0.7,0,0.84729786,2.333333332,0.70000,0
23,1,1,0,0,2,2,3,10,4,6,0.6,0.4,1,1,1570,1,0,,,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
23,1,1,0,0,2,2,3,11,4,6,0.3,0.7,1,1,1590,1,0,,,0.009754611,0.000609663,16,0.3,2.772588722,-0.84729786,6.857142858,0.87273,1
23,1,1,0,0,2,2,3,12,4,4,1,0,1,1,970,1,1,,,0.002438653,0.002438653,1,0.999999,0,13.81550956,999999.002,1.00000,1
23,1,1,0,0,2,2,3,13,4,4,0.4,0.6,0,0,1309,1,0,,,0.002438653,0.002438653,1,0.4,0,-0.405465108,0.666666667,0.40000,0
23,1,1,0,0,2,2,3,14,4,1,0.6,0.4,0,0,1079,1,0,,,0.000304832,0.019509221,0.015625,0.6,-4.158883083,0.405465108,0.0234375,0.02290,1
23,1,1,0,0,2,2,3,15,4,6,0.1,0.9,1,1,2406,1,0,,,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577,1.777777778,0.64000,0
23,1,1,0,0,2,2,3,16,4,5,0.1,0.9,0,1,2872,0,0,,,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577,0.444444445,0.30769,0
23,1,1,0,0,2,2,3,17,4,5,0.4,0.6,1,1,2647,1,0,,,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108,2.666666667,0.72727,0
23,1,1,0,0,2,2,3,18,4,4,0.3,0.7,0,0,1554,1,0,,,0.002438653,0.002438653,1,0.3,0,-0.84729786,0.428571429,0.30000,0
23,1,1,0,0,2,2,3,19,4,3,1,0,1,1,925,1,1,,,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956,249999.7505,1.00000,1
23,1,1,0,0,2,2,3,20,4,2,1,0,1,1,604,1,1,,,0.000609663,0.009754611,0.0625,0.999999,-2.772588722,13.81550956,62499.93764,0.99998,1
23,1,1,0,0,2,2,3,21,4,8,0.3,0.7,1,1,1398,1,0,,,0.039018442,0.000152416,256,0.3,5.545177444,-0.84729786,109.7142857,0.99097,1
23,1,1,0,0,2,2,3,22,4,8,0,1,0,0,843,1,1,,,0.039018442,0.000152416,256,0.000001,5.545177444,-13.81550956,0.000256,0.00026,1
23,1,1,0,0,2,2,3,23,4,2,0.8,0.2,0,0,2032,1,0,,,0.000609663,0.009754611,0.0625,0.8,-2.772588722,1.386294361,0.25,0.20000,0
23,1,1,0,0,2,2,3,24,4,8,0.1,0.9,1,1,2446,1,0,,,0.039018442,0.000152416,256,0.1,5.545177444,-2.197224577,28.44444444,0.96604,1
23,1,1,0,0,2,2,3,25,4,4,0.1,0.9,0,0,1462,1,0,,,0.002438653,0.002438653,1,0.1,0,-2.197224577,0.111111111,0.10000,1
23,1,1,0,0,2,2,3,26,4,4,0.8,0.2,1,1,1462,1,0,,,0.002438653,0.002438653,1,0.8,0,1.386294361,4,0.80000,0
23,1,1,0,0,2,2,3,27,4,6,0.6,0.4,1,1,1211,1,0,,,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
23,1,1,0,0,2,2,3,28,4,3,0.1,0.9,0,0,1252,1,0,,,0.001219326,0.004877305,0.25,0.1,-1.386294361,-2.197224577,0.027777778,0.02703,1
23,1,1,0,0,2,2,3,29,4,3,0.8,0.2,2,0,2578,1,0,,,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361,1,0.50000,0
23,1,1,0,0,2,2,3,30,4,5,0.2,0.8,2,1,2799,1,0,,,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361,1,0.50000,0
23,1,1,0,0,2,2,3,31,4,2,0.9,0.1,0,0,1971,1,0,,,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577,0.5625,0.36000,0
23,1,1,0,0,2,2,3,32,4,0,0.6,0.4,0,0,903,1,0,,,0.000152416,0.039018442,0.00390625,0.6,-5.545177444,0.405465108,0.005859375,0.00583,1
23,1,1,0,0,2,2,3,33,4,6,0,1,0,0,895,1,1,,,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956,1.6E-05,0.00002,1
23,1,1,0,0,2,2,3,34,4,4,1,0,1,1,768,1,1,,,0.002438653,0.002438653,1,0.999999,0,13.81550956,999999.002,1.00000,1
23,1,1,0,0,2,2,3,35,4,5,0.3,0.7,1,1,2179,1,0,7,0.942857143,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786,1.714285715,0.63158,0
23,1,2,1,0,1,6,1,1,5,3,0.9,0.1,1,0,1439,0,0,,,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577,2.25,0.69231,0
23,1,2,1,0,1,6,1,2,5,8,1,0,1,1,729,1,1,,,0.039018442,0.000152416,256,0.999999,5.545177444,13.81550956,255999744.4,1.00000,1
23,1,2,1,0,1,6,1,3,5,3,0.6,0.4,0,0,1241,1,0,,,0.001219326,0.004877305,0.25,0.6,-1.386294361,0.405465108,0.375,0.27273,0
23,1,2,1,0,1,6,1,4,5,4,0,1,0,1,2957,0,1,,,0.002438653,0.002438653,1,0.000001,0,-13.81550956,1E-06,0.00000,1
23,1,2,1,0,1,6,1,5,5,0,0.8,0.2,0,0,1640,1,0,,,0.000152416,0.039018442,0.00390625,0.8,-5.545177444,1.386294361,0.015625,0.01538,1
23,1,2,1,0,1,6,1,6,5,5,0.3,0.7,1,1,1609,1,0,,,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786,1.714285715,0.63158,0
23,1,2,1,0,1,6,1,7,5,1,0,1,0,0,1550,1,1,,,0.000304832,0.019509221,0.015625,0.000001,-4.158883083,-13.81550956,1.5625E-08,0.00000,1
23,1,2,1,0,1,6,1,8,5,6,0.6,0.4,1,1,1056,1,0,,,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
23,1,2,1,0,1,6,1,9,5,7,0.2,0.8,1,1,839,1,0,,,0.019509221,0.000304832,64.00000001,0.2,4.158883083,-1.386294361,16,0.94118,1
23,1,2,1,0,1,6,1,10,5,1,0.3,0.7,0,0,990,1,0,,,0.000304832,0.019509221,0.015625,0.3,-4.158883083,-0.84729786,0.006696429,0.00665,1
23,1,2,1,0,1,6,1,11,5,2,0.4,0.6,0,0,790,1,0,,,0.000609663,0.009754611,0.0625,0.4,-2.772588722,-0.405465108,0.041666667,0.04000,1
23,1,2,1,0,1,6,1,12,5,5,0.2,0.8,2,1,1215,1,0,,,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361,1,0.50000,0
23,1,2,1,0,1,6,1,13,5,4,0.7,0.3,1,1,2248,1,0,,,0.002438653,0.002438653,1,0.7,0,0.84729786,2.333333332,0.70000,0
23,1,2,1,0,1,6,1,14,5,5,0.6,0.4,1,1,1535,1,0,,,0.004877305,0.001219326,4.000000001,0.6,1.386294361,0.405465108,5.999999999,0.85714,1
23,1,2,1,0,1,6,1,15,5,3,0.5,0.5,0,0,1348,1,0,,,0.001219326,0.004877305,0.25,0.5,-1.386294361,0,0.25,0.20000,0
23,1,2,1,0,1,6,1,16,5,5,0.1,0.9,0,1,1840,0,0,,,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577,0.444444445,0.30769,0
23,1,2,1,0,1,6,1,17,5,2,0.7,0.3,0,0,2055,1,0,,,0.000609663,0.009754611,0.0625,0.7,-2.772588722,0.84729786,0.145833333,0.12727,1
23,1,2,1,0,1,6,1,18,5,2,0.9,0.1,0,0,667,1,0,,,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577,0.5625,0.36000,0
23,1,2,1,0,1,6,1,19,5,3,0.8,0.2,2,0,1360,1,0,,,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361,1,0.50000,0
23,1,2,1,0,1,6,1,20,5,3,1,0,1,0,902,0,1,,,0.001219326,0.004877305,0.25,0.999999,-1.386294361,13.81550956,249999.7505,1.00000,1
23,1,2,1,0,1,6,1,21,5,7,0.7,0.3,1,1,846,1,0,,,0.019509221,0.000304832,64.00000001,0.7,4.158883083,0.84729786,149.3333332,0.99335,1
23,1,2,1,0,1,6,1,22,5,4,0.3,0.7,0,0,2197,1,0,,,0.002438653,0.002438653,1,0.3,0,-0.84729786,0.428571429,0.30000,0
23,1,2,1,0,1,6,1,23,5,5,0.7,0.3,1,1,1189,1,0,,,0.004877305,0.001219326,4.000000001,0.7,1.386294361,0.84729786,9.333333329,0.90323,1
23,1,2,1,0,1,6,1,24,5,7,0,1,0,1,825,0,1,,,0.019509221,0.000304832,64.00000001,0.000001,4.158883083,-13.81550956,6.40001E-05,0.00006,1
23,1,2,1,0,1,6,1,25,5,5,0.4,0.6,1,1,1167,1,0,,,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108,2.666666667,0.72727,0
23,1,2,1,0,1,6,1,26,5,2,0.6,0.4,0,0,886,1,0,,,0.000609663,0.009754611,0.0625,0.6,-2.772588722,0.405465108,0.09375,0.08571,1
23,1,2,1,0,1,6,1,27,5,4,0.5,0.5,2,0,1956,1,0,,,0.002438653,0.002438653,1,0.5,0,0,1,0.50000,0
23,1,2,1,0,1,6,1,28,5,0,0.9,0.1,0,0,1914,1,0,,,0.000152416,0.039018442,0.00390625,0.9,-5.545177444,2.197224577,0.03515625,0.03396,1
23,1,2,1,0,1,6,1,29,5,6,0.1,0.9,1,1,1010,1,0,,,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577,1.777777778,0.64000,0
23,1,2,1,0,1,6,1,30,5,6,0.7,0.3,1,1,870,1,0,,,0.009754611,0.000609663,16,0.7,2.772588722,0.84729786,37.33333331,0.97391,1
23,1,2,1,0,1,6,1,31,5,5,0,1,0,1,1588,0,1,,,0.004877305,0.001219326,4.000000001,0.000001,1.386294361,-13.81550956,4E-06,0.00000,1
23,1,2,1,0,1,6,1,32,5,7,0.5,0.5,1,1,1005,1,0,,,0.019509221,0.000304832,64.00000001,0.5,4.158883083,0,63.99999998,0.98462,1
23,1,2,1,0,1,6,1,33,5,3,0.7,0.3,0,0,1894,1,0,,,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786,0.583333333,0.36842,0
23,1,2,1,0,1,6,1,34,5,4,0.4,0.6,0,1,1890,0,0,,,0.002438653,0.002438653,1,0.4,0,-0.405465108,0.666666667,0.40000,0
23,1,2,1,0,1,6,1,35,5,6,1,0,1,1,1848,1,1,7,0.8,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956,15999984.03,1.00000,1
23,1,2,1,0,2,3,2,1,3,5,0.6,0.4,1,0,1207,0,0,,,0.004877305,0.001219326,4.000000001,0.6,1.386294361,0.405465108,5.999999999,0.85714,1
23,1,2,1,0,2,3,2,2,3,7,0.5,0.5,1,1,700,1,0,,,0.019509221,0.000304832,64.00000001,0.5,4.158883083,0,63.99999998,0.98462,1
23,1,2,1,0,2,3,2,3,3,3,0.3,0.7,0,1,1230,0,0,,,0.001219326,0.004877305,0.25,0.3,-1.386294361,-0.84729786,0.107142857,0.09677,1
23,1,2,1,0,2,3,2,4,3,6,0.4,0.6,1,0,809,0,0,,,0.009754611,0.000609663,16,0.4,2.772588722,-0.405465108,10.66666667,0.91429,1
23,1,2,1,0,2,3,2,5,3,6,0,1,0,1,654,0,1,,,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956,1.6E-05,0.00002,1
23,1,2,1,0,2,3,2,6,3,5,0.8,0.2,1,0,562,0,0,,,0.004877305,0.001219326,4.000000001,0.8,1.386294361,1.386294361,16,0.94118,1
23,1,2,1,0,2,3,2,7,3,3,0.2,0.8,0,1,1022,0,0,,,0.001219326,0.004877305,0.25,0.2,-1.386294361,-1.386294361,0.0625,0.05882,1
23,1,2,1,0,2,3,2,8,3,7,0.7,0.3,1,1,817,1,0,,,0.019509221,0.000304832,64.00000001,0.7,4.158883083,0.84729786,149.3333332,0.99335,1
23,1,2,1,0,2,3,2,9,3,1,0,1,0,1,550,0,1,,,0.000304832,0.019509221,0.015625,0.000001,-4.158883083,-13.81550956,1.5625E-08,0.00000,1
23,1,2,1,0,2,3,2,10,3,8,0.3,0.7,1,1,1146,1,0,,,0.039018442,0.000152416,256,0.3,5.545177444,-0.84729786,109.7142857,0.99097,1
23,1,2,1,0,2,3,2,11,3,5,0.1,0.9,0,1,1097,0,0,,,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577,0.444444445,0.30769,0
23,1,2,1,0,2,3,2,12,3,3,0.6,0.4,0,1,808,0,0,,,0.001219326,0.004877305,0.25,0.6,-1.386294361,0.405465108,0.375,0.27273,0
23,1,2,1,0,2,3,2,13,3,5,1,0,1,1,587,1,1,,,0.004877305,0.001219326,4.000000001,0.999999,1.386294361,13.81550956,3999996.008,1.00000,1
23,1,2,1,0,2,3,2,14,3,3,0,1,0,1,1715,0,1,,,0.001219326,0.004877305,0.25,0.000001,-1.386294361,-13.81550956,2.5E-07,0.00000,1
23,1,2,1,0,2,3,2,15,3,4,0.8,0.2,1,0,2025,0,0,,,0.002438653,0.002438653,1,0.8,0,1.386294361,4,0.80000,0
23,1,2,1,0,2,3,2,16,3,2,0.7,0.3,0,0,1667,1,0,,,0.000609663,0.009754611,0.0625,0.7,-2.772588722,0.84729786,0.145833333,0.12727,1
23,1,2,1,0,2,3,2,17,3,7,0.3,0.7,1,0,1168,0,0,,,0.019509221,0.000304832,64.00000001,0.3,4.158883083,-0.84729786,27.42857143,0.96482,1
23,1,2,1,0,2,3,2,18,3,5,0.9,0.1,1,0,2394,0,0,,,0.004877305,0.001219326,4.000000001,0.9,1.386294361,2.197224577,35.99999998,0.97297,1
23,1,2,1,0,2,3,2,19,3,6,0.7,0.3,1,1,1196,1,0,,,0.009754611,0.000609663,16,0.7,2.772588722,0.84729786,37.33333331,0.97391,1
23,1,2,1,0,2,3,2,20,3,4,0.3,0.7,0,0,1178,1,0,,,0.002438653,0.002438653,1,0.3,0,-0.84729786,0.428571429,0.30000,0
23,1,2,1,0,2,3,2,21,3,2,0.1,0.9,0,1,1918,0,0,,,0.000609663,0.009754611,0.0625,0.1,-2.772588722,-2.197224577,0.006944444,0.00690,1
23,1,2,1,0,2,3,2,22,3,7,1,0,1,1,1354,1,1,,,0.019509221,0.000304832,64.00000001,0.999999,4.158883083,13.81550956,63999936.11,1.00000,1
23,1,2,1,0,2,3,2,23,3,5,0.7,0.3,1,1,1433,1,0,,,0.004877305,0.001219326,4.000000001,0.7,1.386294361,0.84729786,9.333333329,0.90323,1
23,1,2,1,0,2,3,2,24,3,4,0.4,0.6,0,1,1537,0,0,,,0.002438653,0.002438653,1,0.4,0,-0.405465108,0.666666667,0.40000,0
23,1,2,1,0,2,3,2,25,3,5,0.5,0.5,1,0,1490,0,0,,,0.004877305,0.001219326,4.000000001,0.5,1.386294361,0,4,0.80000,0
23,1,2,1,0,2,3,2,26,3,2,0.9,0.1,0,0,1704,1,0,,,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577,0.5625,0.36000,0
23,1,2,1,0,2,3,2,27,3,6,0.6,0.4,1,1,1098,1,0,,,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
23,1,2,1,0,2,3,2,28,3,4,0.7,0.3,1,0,1808,0,0,,,0.002438653,0.002438653,1,0.7,0,0.84729786,2.333333332,0.70000,0
23,1,2,1,0,2,3,2,29,3,2,0.3,0.7,0,0,915,1,0,,,0.000609663,0.009754611,0.0625,0.3,-2.772588722,-0.84729786,0.026785714,0.02609,1
23,1,2,1,0,2,3,2,30,3,3,0.5,0.5,0,0,1501,1,0,,,0.001219326,0.004877305,0.25,0.5,-1.386294361,0,0.25,0.20000,0
23,1,2,1,0,2,3,2,31,3,0,1,0,1,1,1650,1,1,,,0.000152416,0.039018442,0.00390625,0.999999,-5.545177444,13.81550956,3906.246104,0.99974,1
23,1,2,1,0,2,3,2,32,3,0,0.2,0.8,0,1,2102,0,0,,,0.000152416,0.039018442,0.00390625,0.2,-5.545177444,-1.386294361,0.000976563,0.00098,1
23,1,2,1,0,2,3,2,33,3,4,0.7,0.3,1,0,1589,0,0,,,0.002438653,0.002438653,1,0.7,0,0.84729786,2.333333332,0.70000,0
23,1,2,1,0,2,3,2,34,3,1,0,1,0,0,1239,1,1,,,0.000304832,0.019509221,0.015625,0.000001,-4.158883083,-13.81550956,1.5625E-08,0.00000,1
23,1,2,1,0,2,3,2,35,3,3,0.4,0.6,0,0,1067,1,0,7,0.457142857,0.001219326,0.004877305,0.25,0.4,-1.386294361,-0.405465108,0.166666667,0.14286,1
27,1,1,0,1,1,5,5,1,6,4,0.8,0.2,1,1,3861,1,0,,,0.002438653,0.002438653,1,0.8,0,1.386294361,4,0.80000,0
27,1,1,0,1,1,5,5,2,6,4,0.4,0.6,0,0,4894,1,0,,,0.002438653,0.002438653,1,0.4,0,-0.405465108,0.666666667,0.40000,0
27,1,1,0,1,1,5,5,3,6,1,0.4,0.6,0,0,2704,1,0,,,0.000304832,0.019509221,0.015625,0.4,-4.158883083,-0.405465108,0.010416667,0.01031,1
27,1,1,0,1,1,5,5,4,6,3,0.7,0.3,0,1,3126,0,0,,,0.001219326,0.004877305,0.25,0.7,-1.386294361,0.84729786,0.583333333,0.36842,0
27,1,1,0,1,1,5,5,5,6,6,0.4,0.6,1,0,4027,0,0,,,0.009754611,0.000609663,16,0.4,2.772588722,-0.405465108,10.66666667,0.91429,1
27,1,1,0,1,1,5,5,6,6,3,0.6,0.4,0,1,4508,0,0,,,0.001219326,0.004877305,0.25,0.6,-1.386294361,0.405465108,0.375,0.27273,0
27,1,1,0,1,1,5,5,7,6,8,0.3,0.7,1,1,4411,1,0,,,0.039018442,0.000152416,256,0.3,5.545177444,-0.84729786,109.7142857,0.99097,1
27,1,1,0,1,1,5,5,8,6,6,0.6,0.4,1,1,5931,1,0,,,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
27,1,1,0,1,1,5,5,9,6,6,0.1,0.9,1,,6000,0,0,,,0.009754611,0.000609663,16,0.1,2.772588722,-2.197224577,1.777777778,0.64000,0
27,1,1,0,1,1,5,5,10,6,4,0.7,0.3,1,1,4910,1,0,,,0.002438653,0.002438653,1,0.7,0,0.84729786,2.333333332,0.70000,0
27,1,1,0,1,1,5,5,11,6,3,0.3,0.7,0,0,4106,1,0,,,0.001219326,0.004877305,0.25,0.3,-1.386294361,-0.84729786,0.107142857,0.09677,1
27,1,1,0,1,1,5,5,12,6,5,0.4,0.6,1,1,4571,1,0,,,0.004877305,0.001219326,4.000000001,0.4,1.386294361,-0.405465108,2.666666667,0.72727,0
27,1,1,0,1,1,5,5,13,6,2,0,1,0,0,3974,1,1,,,0.000609663,0.009754611,0.0625,0.000001,-2.772588722,-13.81550956,6.25001E-08,0.00000,1
27,1,1,0,1,1,5,5,14,6,7,1,0,1,1,1788,1,1,,,0.019509221,0.000304832,64.00000001,0.999999,4.158883083,13.81550956,63999936.11,1.00000,1
27,1,1,0,1,1,5,5,15,6,5,1,0,1,1,1002,1,1,,,0.004877305,0.001219326,4.000000001,0.999999,1.386294361,13.81550956,3999996.008,1.00000,1
27,1,1,0,1,1,5,5,16,6,6,1,0,1,1,2308,1,1,,,0.009754611,0.000609663,16,0.999999,2.772588722,13.81550956,15999984.03,1.00000,1
27,1,1,0,1,1,5,5,17,6,3,0.4,0.6,0,0,5194,1,0,,,0.001219326,0.004877305,0.25,0.4,-1.386294361,-0.405465108,0.166666667,0.14286,1
27,1,1,0,1,1,5,5,18,6,4,0.5,0.5,1,0,4475,0,0,,,0.002438653,0.002438653,1,0.5,0,0,1,0.50000,0
27,1,1,0,1,1,5,5,19,6,2,1,0,1,1,1086,1,1,,,0.000609663,0.009754611,0.0625,0.999999,-2.772588722,13.81550956,62499.93764,0.99998,1
27,1,1,0,1,1,5,5,20,6,8,0.1,0.9,1,0,3550,0,0,,,0.039018442,0.000152416,256,0.1,5.545177444,-2.197224577,28.44444444,0.96604,1
27,1,1,0,1,1,5,5,21,6,1,0.8,0.2,0,1,2889,0,0,,,0.000304832,0.019509221,0.015625,0.8,-4.158883083,1.386294361,0.0625,0.05882,1
27,1,1,0,1,1,5,5,22,6,2,0.3,0.7,0,0,3890,1,0,,,0.000609663,0.009754611,0.0625,0.3,-2.772588722,-0.84729786,0.026785714,0.02609,1
27,1,1,0,1,1,5,5,23,6,6,0,1,0,0,1324,1,1,,,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956,1.6E-05,0.00002,1
27,1,1,0,1,1,5,5,24,6,5,0.3,0.7,1,0,4942,0,0,,,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786,1.714285715,0.63158,0
27,1,1,0,1,1,5,5,25,6,4,0.3,0.7,0,0,2008,1,0,,,0.002438653,0.002438653,1,0.3,0,-0.84729786,0.428571429,0.30000,0
27,1,1,0,1,1,5,5,26,6,8,0.2,0.8,1,1,4598,1,0,,,0.039018442,0.000152416,256,0.2,5.545177444,-1.386294361,63.99999998,0.98462,1
27,1,1,0,1,1,5,5,27,6,6,0.3,0.7,1,0,3995,0,0,,,0.009754611,0.000609663,16,0.3,2.772588722,-0.84729786,6.857142858,0.87273,1
27,1,1,0,1,1,5,5,28,6,3,0.9,0.1,1,1,2262,1,0,,,0.001219326,0.004877305,0.25,0.9,-1.386294361,2.197224577,2.25,0.69231,0
27,1,1,0,1,1,5,5,29,6,5,0.2,0.8,2,0,2665,1,0,,,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361,1,0.50000,0
27,1,1,0,1,1,5,5,30,6,5,0,1,0,0,3259,1,1,,,0.004877305,0.001219326,4.000000001,0.000001,1.386294361,-13.81550956,4E-06,0.00000,1
27,1,1,0,1,1,5,5,31,6,3,0.8,0.2,2,0,4031,1,0,,,0.001219326,0.004877305,0.25,0.8,-1.386294361,1.386294361,1,0.50000,0
27,1,1,0,1,1,5,5,32,6,5,0.1,0.9,0,0,2049,1,0,,,0.004877305,0.001219326,4.000000001,0.1,1.386294361,-2.197224577,0.444444445,0.30769,0
27,1,1,0,1,1,5,5,33,6,1,0.5,0.5,0,0,4499,1,0,,,0.000304832,0.019509221,0.015625,0.5,-4.158883083,0,0.015625,0.01538,1
27,1,1,0,1,1,5,5,34,6,2,0.9,0.1,0,1,2859,0,0,,,0.000609663,0.009754611,0.0625,0.9,-2.772588722,2.197224577,0.5625,0.36000,0
27,1,1,0,1,1,5,5,35,6,6,0.6,0.4,1,1,2578,1,0,7,0.714285714,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
27,1,1,0,1,2,,,1,4,4,0.8,0.2,1,1,1845,1,0,,,0.002438653,0.002438653,1,0.8,0,1.386294361,4,0.80000,0
27,1,1,0,1,2,,,2,4,5,0.2,0.8,2,1,2179,1,0,,,0.004877305,0.001219326,4.000000001,0.2,1.386294361,-1.386294361,1,0.50000,0
27,1,1,0,1,2,,,3,4,8,0.3,0.7,1,1,1933,1,0,,,0.039018442,0.000152416,256,0.3,5.545177444,-0.84729786,109.7142857,0.99097,1
27,1,1,0,1,2,,,4,4,8,0.2,0.8,1,1,1752,1,0,,,0.039018442,0.000152416,256,0.2,5.545177444,-1.386294361,63.99999998,0.98462,1
27,1,1,0,1,2,,,5,4,5,0.3,0.7,1,1,2604,1,0,,,0.004877305,0.001219326,4.000000001,0.3,1.386294361,-0.84729786,1.714285715,0.63158,0
27,1,1,0,1,2,,,6,4,6,0,1,0,0,2044,1,1,,,0.009754611,0.000609663,16,0.000001,2.772588722,-13.81550956,1.6E-05,0.00002,1
27,1,1,0,1,2,,,7,4,4,1,0,1,1,2096,1,1,,,0.002438653,0.002438653,1,0.999999,0,13.81550956,999999.002,1.00000,1
27,1,1,0,1,2,,,8,4,4,0.1,0.9,0,0,1425,1,0,,,0.002438653,0.002438653,1,0.1,0,-2.197224577,0.111111111,0.10000,1
27,1,1,0,1,2,,,9,4,6,0.6,0.4,1,1,1625,1,0,,,0.009754611,0.000609663,16,0.6,2.772588722,0.405465108,23.99999999,0.96000,1
